id,name,core_skills,secondary_skills,soft_skills,years_of_experience,potential_roles,skill_summary
234407,Pvdyooffer Polandftc,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory control, and logistics, supported by competent abilities in demand forecasting, order processing, and business process re-engineering. Secondary skills include budgeting, supplier negotiation, risk management, and proficient team and relationship management. Evidenced soft skills such as leadership, communication, and teamwork are highlighted by managing large teams and maintaining supplier relationships. The profile reflects extensive experience in managing end-to-end supply chain operations and process improvements, making the candidate suitable for senior roles in supply chain and operations management."
234425,Offer164 Singapore5630FTE,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Relationship Management (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory management, and logistics, supported by competent abilities in demand forecasting, order processing, and business process re-engineering. They have proficient secondary skills in budgeting, supplier negotiation, risk management, and team management, with proven leadership and communication soft skills evidenced by managing large teams and maintaining supplier relationships. Their experience spans over 15 years in supply chain and operations roles, indicating strong capabilities in managing end-to-end supply chain lifecycles and process improvements."
234558,Pvdyxoffer NetherlandFTC,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory control, and logistics, supported by competent abilities in demand forecasting, order processing, and business process re-engineering. They have proficient secondary skills in budgeting, supplier negotiation, risk management, and team leadership, with proven experience managing large, diverse teams and maintaining supplier relationships. Evidenced soft skills include leadership, communication, and teamwork, reflecting strong interpersonal capabilities essential for managing operations and cross-functional teams effectively. The profile suggests suitability for senior roles in supply chain, procurement, and operations management."
231607,Offer67 SA6050FTC,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory control, and logistics, supported by competent abilities in demand forecasting, order processing, and business process re-engineering. Secondary skills include budgeting, supplier negotiation, risk management, and strong team and relationship management capabilities. Evidenced soft skills such as leadership, communication, and teamwork highlight the candidate’s ability to manage large teams and maintain effective stakeholder relationships. The profile reflects extensive experience in managing end-to-end supply chain operations and process improvements, making the candidate suitable for senior roles in supply chain and operations management."
234714,Pvyioffer FranceFTE,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory management, and logistics, supported by competent abilities in demand forecasting, order processing, and business process re-engineering. Secondary skills include budgeting, supplier negotiation, risk management, and proficient team and relationship management. Evidenced soft skills such as leadership, communication, and teamwork highlight the candidate’s capability to manage large teams and maintain stakeholder relationships effectively. The profile reflects extensive experience in managing end-to-end supply chain operations, ERP system support, and bid management, making the candidate suitable for senior roles in supply chain and operations management."
231425,Offer49 Netherland6089FTC,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Procurement Manager, Operations Manager, Business Analyst, Logistics Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory control, and logistics, supported by competent abilities in demand forecasting, order processing, and business process re-engineering. Secondary skills include budgeting, supplier negotiation, risk management, and proficient team and relationship management. Evidenced soft skills such as leadership, communication, and teamwork are highlighted by managing large teams and maintaining supplier relationships. The profile reflects extensive experience in end-to-end supply chain lifecycle management and operational improvements, making the candidate suitable for senior roles in supply chain and operations management."
234673,Offer176 SAUDIFTE6119,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Procurement Manager, Operations Manager, Business Analyst, Logistics Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory control, and logistics, supported by competent abilities in demand forecasting, order processing, and business process re-engineering. Secondary skills include budgeting, supplier negotiation, risk management, and proficient team and relationship management. Evidenced soft skills such as leadership, communication, and teamwork highlight the candidate’s capability to manage large teams and maintain stakeholder relationships effectively. The profile reflects extensive experience in managing end-to-end supply chain operations and process improvements within diverse regional teams."
234819,Paul Palmero,"Java (Proficient), Kotlin (Proficient), Python (Competent), C# (Competent), SQL (Proficient), PostgreSQL (Proficient), AWS (Proficient), AI/ML (Neuro-Symbolic AI, LLMs, RAG) (Proficient), DevOps (CI/CD, GitHub Actions, AWS CodePipeline) (Proficient), Agile & Scrum (Proficient), Product Management (Proficient), Technical Program Management (Proficient), Stakeholder Management (Proficient), Delivery Management (Proficient)","SpacY (Advanced Beginner), Prompt Engineering (Advanced Beginner), Spring Boot (Competent), React (Competent), Jira (Competent), Confluence (Competent), Miro (Competent), TDD Principles (Competent), Kanban (Competent), SAFe (Competent), Wireframing & Product Discovery (Competent), Financial Planning & Budget Oversight (Competent)","Leadership (Proficient), Cross-Functional Collaboration (Proficient), Communication (Proficient), Stakeholder Management (Proficient), Team Building (Proficient), Risk Management (Proficient), Problem Solving (Proficient)",15.0,"Senior Delivery Manager, Technical Program Manager, Product Manager, AI Product Designer, Solutions Architect, Technical Lead","This candidate demonstrates extensive expertise in software delivery and product management, with proficient skills in Java, Kotlin, Python, SQL, and AWS cloud technologies. They have a strong background in AI/ML systems design, particularly neuro-symbolic AI and LLMs, combined with solid DevOps and Agile practices. Their experience spans leadership in cross-functional teams, stakeholder engagement, and risk management within large-scale enterprise and automotive digital platforms. The candidate also shows advanced capabilities in product strategy, technical program management, and driving digital transformation initiatives, supported by strong communication, collaboration, and team-building skills."
234823,Offer286 China7412FTE,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Order Processing (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Bid and Tender Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Payment Collection (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Proficient)",15.0,"Supply Chain Manager, Procurement Manager, Logistics Manager, Business Analyst, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and logistics, with proficient abilities in inventory management, demand forecasting, and order processing. They have competent experience in business process re-engineering and ERP system support. Secondary skills include budgeting, supplier negotiation, payment collection, risk management, and team and relationship management. Evidenced soft skills include strong leadership managing teams of up to 30 employees, effective communication with suppliers and commodity managers, and teamwork across regional teams. The profile suggests suitability for roles such as Supply Chain Manager, Procurement Manager, or Operations Manager, leveraging extensive experience in end-to-end supply chain lifecycle management and process improvement."
234719,Offer180 SK6040FTC,"Supply Chain Management (Proficient), Procurement (Proficient), Inventory Management (Proficient), Demand Forecasting (Competent), Order Processing (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Proficient), Bid and Tender Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates proficient expertise in supply chain management, procurement, inventory control, order processing, and logistics management, supported by solid experience in business process re-engineering and ERP system support. They have competent skills in budgeting, demand forecasting, risk management, and bid/tender management. Strong leadership and team management capabilities are evident from managing large and diverse teams, alongside effective communication and relationship management with suppliers and stakeholders. This profile suits roles requiring comprehensive supply chain oversight, operational improvements, and team leadership within supply chain and logistics domains."
231307,Offer36 Lithuania6063FTC,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Order Processing (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Bid and Tender Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Payment Collection (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory control, with proficient abilities in demand forecasting, order processing, and logistics management. They have competent experience in business process re-engineering and ERP system support. Secondary skills include budgeting, supplier negotiation, payment collection, risk management, and team and relationship management. Evidenced soft skills include proficient leadership managing large teams, competent communication with suppliers and stakeholders, and teamwork managing regional teams. The profile reflects a seasoned professional with 15 years of experience in supply chain and operations roles, capable of managing complex supply chain functions and leading teams effectively."
231208,Offer25 Finland6002FTC,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), Logistics Management (Competent), Bid Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Payment Collection (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management, with competent experience in demand forecasting, order processing, business process re-engineering, and logistics. Secondary skills include budgeting, supplier negotiation, payment collection, risk management, and strong team and relationship management capabilities. Evidenced leadership, communication, and teamwork skills support effective management of large, diverse teams and stakeholder relationships. The profile suggests suitability for roles such as Supply Chain Manager, Business Analyst, or Procurement Manager, leveraging extensive experience in end-to-end supply chain lifecycle and operational improvements."
235334,Rajkumar M,"Business Operations (Expert), Reporting & Analytics (Power BI, SQL, Python) (Expert), Process Excellence (Expert), Business Analysis (Competent), Governance & Compliance (Expert), Team Leadership (Expert), Data Automation (Expert)","Salesforce (Classic/Lightning) (Proficient), SAP S/4HANA (Proficient), Service Now (Advanced Beginner), Workflow Automation (n8n) (Beginner), Advanced Excel (Proficient), Root Cause Analysis (RCA) (Proficient), UAT Support (Competent)","Stakeholder Management (Proficient), Leadership (Expert), Cross-functional Coordination (Proficient), Training & Knowledge Transfer (Proficient), Problem Solving (Proficient)",17.0,"Business Analyst, Operations Manager, Reporting Analyst, Process Improvement Manager, Data Analyst, Governance & Compliance Manager","The candidate demonstrates expert-level proficiency in business operations, reporting and analytics using Power BI, SQL, and Python, alongside strong process excellence and governance capabilities. They have led sizable teams and managed complex transitions, showcasing leadership and stakeholder management skills. Their experience includes building automated dashboards, driving continuous improvement, and supporting cross-functional coordination. Secondary skills include Salesforce and SAP S/4HANA proficiency, advanced Excel, and root cause analysis. Evidenced soft skills such as leadership, stakeholder management, training, and problem solving complement their technical expertise, making them well-suited for roles in business analysis, operations management, and reporting leadership."
231310,Offer37 Lux6057FTC,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), Logistics Management (Competent), Bid Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Payment Collection (Competent), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Teamwork (Competent)",15.0,"Supply Chain Manager, Procurement Manager, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management, with competent experience in demand forecasting, order processing, business process re-engineering, logistics, and bid management. Secondary skills include budgeting, supplier negotiation, payment collection, risk management, and strong team and relationship management capabilities. Evidenced soft skills include proficient leadership managing large teams, competent communication with suppliers and stakeholders, and teamwork across regional teams. The profile reflects extensive experience in managing end-to-end supply chain operations and process improvements, suitable for senior roles in supply chain and operations management."
235695,Vikas Kumar,"Linux Administration (Expert), Ansible (Expert), Cloud Platforms - AWS (Proficient), Cloud Platforms - Azure (Proficient), Linux Server Management (Expert), OS Installation and Patching (Expert), Shell Scripting (Competent), Apache (Competent), Redhat Satellite (Competent), Pacemaker Cluster (Competent), Vulnerability Assessment (Competent), Docker (Beginner), Kubernetes (Beginner)","Foreman (Competent), Nagios (Competent), NFS and Samba Server Management (Competent), HPC and Visualization (Beginner), Hardening (Competent), ITIL (Competent)","Teamwork (Proficient), Communication (Competent)",14.0,"Linux Administrator, Cloud Engineer, DevOps Engineer, Systems Administrator, Technical Lead","The candidate brings over 14 years of expert-level experience in Linux administration, including advanced skills in Ansible automation, OS installation, patching, and Linux server management. They demonstrate proficient knowledge of cloud platforms AWS and Azure, with hands-on experience managing virtual and physical servers. Competent in Apache, Redhat Satellite, Pacemaker clustering, and vulnerability assessment, the candidate also shows exposure to container technologies like Docker and Kubernetes. Secondary skills include monitoring tools such as Foreman and Nagios, as well as ITIL processes. Evidenced strong teamwork and communication skills support effective collaboration in technical environments, making the candidate well-suited for roles in Linux administration, cloud engineering, and DevOps leadership."
235516,Girish Mudaliar,"Workforce Management (Expert), Forecasting & Capacity Planning (Expert), Scheduling (Expert), Real-Time Adherence (Expert), SLA / KPI Management (Expert), Budgeting (Proficient), Cost Reduction (Proficient), Revenue Forecasting (Proficient), Client & Stakeholder Management (Proficient), Dialer Strategy & Campaign Management (Advanced Beginner), Process Improvement (Proficient), Automation (Advanced Beginner), MIS & Dashboards (Proficient), People Management & Mentoring (Proficient)","eWFM (Competent), Shift Track (Competent), Erlang (Competent), Avaya CMS (Competent), Predictive Dialer (Competent), Advanced Excel (Proficient)","Leadership (Proficient), Client Management (Proficient), Mentoring (Proficient)",19.0,"Workforce Management Leader, WFM Manager, Operations Planning Manager, Contact Center Operations Manager","This candidate demonstrates expert-level skills in workforce management, forecasting, scheduling, real-time adherence, and SLA/KPI management, supported by over 19 years of experience in diverse sectors including healthcare and contact centers. They show proficiency in budgeting, cost reduction, client and stakeholder management, and process improvement, with hands-on experience in automation and dashboard reporting. Their secondary skills include competence in WFM tools such as eWFM, Erlang, Avaya CMS, and advanced Excel. Evidenced leadership, client management, and mentoring abilities highlight their capacity to lead teams and manage client relationships effectively. This profile suits senior roles in workforce management and operations planning within multi-site, multinational environments."
235745,Offer338 India7487CR,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Order Processing (Proficient), Business Process Re-engineering (Competent), Logistics Management (Proficient), Bid Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Payment Collection (Competent), Team Management (Proficient), Risk Management (Competent), Export Compliance (Beginner)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager","The candidate demonstrates expert-level skills in supply chain management and procurement, with proficient abilities in inventory management, demand forecasting, order processing, and logistics management. They have competent experience in business process re-engineering and bid management, supported by secondary skills in budgeting, supplier negotiation, and risk management. Leadership and relationship management are evident through managing regional teams and maintaining supplier communications. The profile suggests strong communication skills and the capacity to lead sizable teams, making the candidate suitable for roles such as Supply Chain Manager, Business Analyst, or Procurement Manager."
235899,Pyioffer Swissagftc,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Order Processing (Competent), Business Process Re-engineering (Competent), Logistics Management (Competent), Bid Management (Competent), Payment Collection (Competent)","Team Management (Proficient), Supplier Negotiation (Proficient), Risk Management (Competent), Proposal Assessment (Competent), Export Compliance (Advanced Beginner), Transportation Management (Advanced Beginner)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Procurement Manager, Operations Manager, Business Analyst, Logistics Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, and inventory management, with competent experience in demand forecasting, order processing, and business process re-engineering. Secondary skills include proficient team management and supplier negotiation, alongside competent risk and proposal assessment. Evidenced soft skills include proficient leadership managing teams of up to 30 employees, strong relationship management, and effective communication with suppliers and stakeholders. The profile reflects extensive experience in end-to-end supply chain lifecycle management, logistics, and bid management, making the candidate suitable for senior roles in supply chain and operations management."
236101,Reiya .,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Tender and Bid Management (Competent), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Order Processing (Proficient), Risk Management (Competent), Team Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Problem Solving (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager, Logistics Manager","The candidate demonstrates expert-level skills in supply chain management and procurement, with proficient capabilities in inventory management, demand forecasting, and logistics. They have competent experience in business process re-engineering and ERP system support, alongside managing tender processes and payment collections. Secondary skills include budgeting, supplier negotiation, order processing, risk management, and team and relationship management. Evidenced soft skills include leadership, communication, and problem solving, supported by managing large teams and maintaining supplier relationships. The profile suggests strong operational and strategic capabilities suitable for roles in supply chain and operations management."
51303000,Vadivelan Vadivelan,"C (Expert), C++ (Expert), Linux (Proficient), Design Patterns (Proficient), Socket Programming (Proficient), SNMP (Proficient), LTE Protocols (Proficient), MicroServices Framework (Advanced Beginner), Kubernetes (Advanced Beginner), OpenFlow Protocol (Competent), TCP/IP (Proficient), VRRP (Competent), SIP (Competent)","VMware (Competent), WireShark (Competent), Git (Competent), CVS (Competent), Ruby (Beginner), Python (Beginner), TCL Scripting (Competent), MySQL (Competent), Visual Studio Debugger (Competent), GDB (Competent), Strace (Competent), Natural User Interface – Kinect API (Beginner)","Leadership (Proficient), Project Management (Proficient), Customer Interaction (Proficient), Planning and Organizational Skills (Proficient), Team Coordination (Proficient)",19.0,"Technical Manager, Tech Manager, Design Architect, System Manager, Software Engineer, Backend Developer, Technical Lead, Solutions Architect","The candidate possesses expert-level proficiency in C and C++ programming with extensive experience in Linux environments and design patterns. They have strong skills in network protocols including LTE, SNMP, SIP, and VRRP, and are competent in microservices and Kubernetes frameworks. Their secondary skills include virtualization tools like VMware, version control systems such as Git and CVS, and scripting languages including TCL and Python. Demonstrated leadership and project management capabilities are evident through their roles managing complex telecom and networking projects, coordinating teams, and engaging with clients. The candidate’s broad technical and managerial expertise positions them well for senior technical and leadership roles in software and network protocol development."
180878,Ireland E4,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Order Processing (Proficient), Business Process Re-engineering (Competent), Team Management (Proficient), Logistics Management (Proficient), Bid Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Payment Collection (Competent), Risk Management (Competent), Export Compliance (Beginner), Transportation Management (Beginner)","Leadership (Proficient), Communication (Proficient), Relationship Management (Proficient)",15.0,"Business Analyst, Supply Chain Manager, Operations Manager, Procurement Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, order processing, logistics, and team management. They have competent experience in business process re-engineering and bid management, supported by secondary skills in budgeting, supplier negotiation, payment collection, and risk management. Strong leadership and communication skills are evident through managing large teams and maintaining supplier relationships. The profile reflects extensive experience in end-to-end supply chain lifecycle management and operational process improvements, making the candidate well-suited for senior roles in supply chain and operations management."
230009,Manv68 USA5128FTE,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Expert), Demand Forecasting (Competent), Business Process Re-engineering (Competent), ERP Systems Support (Advanced Beginner), Logistics Management (Expert), Tender and Bid Management (Competent), Team Management (Proficient)","Budgeting & Costing (Competent), Payment Collection (Competent), Risk Management (Competent), Order Processing (Competent), Supplier Relationship Management (Competent)","Leadership (Proficient), Communication (Proficient), Relationship Management (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, inventory management, and logistics, supported by competent abilities in demand forecasting, business process re-engineering, and tender management. Secondary skills include budgeting, payment collection, risk management, and supplier relationship management. Evidenced soft skills include proficient leadership, communication, and relationship management, highlighted by managing a regional team of 30 employees and maintaining supplier communications. The profile reflects 15 years of continuous professional experience without explicit career breaks. No formal qualifications are stated, but the candidate shows strong practical expertise suitable for senior roles in supply chain and operations management."
180737,Acandidate Acandidate,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Proficient), Team Management (Proficient), Logistics Management (Proficient), Bid Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Competent), Payment Collection (Competent), Order Processing (Competent), ERP Systems Support (Competent), Risk Management (Competent)","Leadership (Proficient), Communication (Proficient), Relationship Management (Proficient)",15.0,"Business Analyst, Supply Chain Manager, Operations Manager","The candidate demonstrates expert-level skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, business process re-engineering, team and logistics management. Secondary skills include budgeting, supplier negotiation, payment collection, order processing, ERP system support, and risk management. Strong leadership and communication skills are evident through managing large teams and maintaining supplier relationships. The candidate has extensive experience in managing end-to-end supply chain processes, business process improvements, and regional team leadership, making them well-suited for roles in business analysis, supply chain management, and operations management."
229947,Prad63 Testindiaeft,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Order Processing (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Bid and Tender Management (Competent), Team Management (Proficient), Payment Collection (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Risk Management (Competent), Proposal Assessment (Competent), Shipping & Transportation Management (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Relationship Management (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager, Logistics Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, order processing, and logistics management. They have competent experience in business process re-engineering and ERP system support. Secondary skills include budgeting, supplier negotiation, risk management, and relationship management. Evidenced soft skills include strong leadership managing teams of 30, effective communication with suppliers and stakeholders, and relationship management. The profile shows continuous employment from 2000 to 2015 with no explicit career breaks. Although qualifications are not specified, the candidate’s extensive experience suggests suitability for senior roles in supply chain and operations management."
230020,Manv76 Malaysia3136FTE,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Tender and Bid Management (Competent), Team Management (Proficient)","Budgeting & Costing (Competent), Payment Collection (Competent), Risk Management (Competent), Supplier Negotiation (Proficient), Order Processing (Proficient), Relationship Management (Proficient)","Leadership (Proficient), Communication (Competent), Relationship Management (Proficient)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, logistics, and team management. Secondary skills include budgeting, payment collection, risk management, and supplier negotiation. Evidenced soft skills include leadership, communication, and relationship management, supported by managing large teams and maintaining supplier communications. The profile shows continuous employment from 2000 to 2015 with no explicit career breaks. While formal qualifications are not stated, the candidate’s extensive experience in supply chain and business process re-engineering roles suggests strong domain expertise suitable for managerial and analyst positions in supply chain and operations."
230043,Prad89 Testnetherlandeft,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Business Process Re-engineering (Competent), ERP Systems (Competent), Logistics Management (Proficient), Team Management (Proficient), Bid Management (Competent)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Payment Collection (Competent), Order Processing (Competent), Risk Management (Competent), Proposal Assessment (Competent)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, and inventory management, with proficient abilities in logistics, demand forecasting, and team management. They have competent experience in business process re-engineering and ERP systems supporting export compliance and transportation management. Secondary skills include budgeting, supplier negotiation, payment collection, and risk management. Evidenced soft skills include strong leadership managing a team of 30, effective relationship management, and communication with suppliers and commodity managers. The profile shows continuous employment from 2000 to 2015 with no explicit career breaks. Overall, the candidate appears to be a seasoned supply chain professional with comprehensive operational and managerial expertise."
230062,Manv82 USA3978FTE,"Supply Chain Management (Expert), Procurement (Expert), Inventory Management (Proficient), Demand Forecasting (Proficient), Order Processing (Proficient), Business Process Re-engineering (Competent), ERP Systems Support (Competent), Logistics Management (Proficient), Bid Management (Competent), Team Management (Proficient)","Budgeting & Costing (Competent), Supplier Negotiation (Proficient), Payment Collection (Competent), Risk Management (Competent), Proposal Assessment (Competent), Export Compliance (Beginner)","Leadership (Proficient), Relationship Management (Proficient), Communication (Competent)",15.0,"Supply Chain Manager, Business Analyst, Procurement Manager, Logistics Manager, Operations Manager","The candidate demonstrates expert-level core skills in supply chain management, procurement, and inventory management, with proficient abilities in demand forecasting, order processing, and logistics management. They have competent experience in business process re-engineering and ERP system support. Secondary skills include budgeting, supplier negotiation, and risk management. Evidenced soft skills include proficient leadership managing teams of 30, strong relationship management, and competent communication with suppliers and stakeholders. The profile shows continuous employment from 2000 to 2015 with no explicit career breaks. Although qualifications are not specified, the candidate’s extensive experience suggests suitability for senior roles in supply chain and operations management."
